"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption City (L/100 km)","Fuel Consumption Hwy (L/100 km)","Fuel Consumption Comb (L/100 km)","Fuel Consumption Comb (mpg)","CO2 Emissions(g/km)","Date"
"BMW","ALPINA B6 xDRIVE GRAN COUPE","COMPACT","4.4","8","AS8","Z","14.7","9.7","12.5","23","292","8/4/2017"
"BMW","ALPINA B7 xDRIVE","FULL-SIZE","4.4","8","AS8","Z","14.7","9.7","12.5","23","292","9/26/2018"
"BMW","M2","SUBCOMPACT","3","6","AM7","Z","11.8","8.9","10.5","27","245","10/27/2014"
"BMW","M2","SUBCOMPACT","3","6","M6","Z","13.1","9.2","11.4","25","267","9/11/2012"
"BMW","M240i CABRIOLET","SUBCOMPACT","3","6","AS8","Z","11.1","7.8","9.6","29","224","9/14/2015"
"BMW","M240i CABRIOLET","SUBCOMPACT","3","6","M6","Z","12.2","8.2","10.4","27","242","1/13/2021"
"BMW","M240i COUPE","SUBCOMPACT","3","6","AS8","Z","11.1","7.8","9.6","29","224","9/13/2017"
"BMW","M240i COUPE","SUBCOMPACT","3","6","M6","Z","12.5","8.4","10.7","26","250","10/16/2019"
"BMW","M240i xDRIVE CABRIOLET","SUBCOMPACT","3","6","AS8","Z","11.4","7.8","9.8","29","228","9/28/2016"
"BMW","M240i xDRIVE COUPE","SUBCOMPACT","3","6","AS8","Z","11.4","7.8","9.8","29","228","4/8/2012"
"BMW","M3","COMPACT","3","6","AM7","Z","14","9.7","12.1","23","284","10/7/2020"
"BMW","M3","COMPACT","3","6","M6","Z","13.7","9.1","11.7","24","273","2/14/2021"
"BMW","M4 CABRIOLET","SUBCOMPACT","3","6","AM7","Z","14.1","9.6","12.1","23","283","1/15/2019"
"BMW","M4 CABRIOLET","SUBCOMPACT","3","6","M6","Z","13.7","9.1","11.7","24","273","10/24/2018"
"BMW","M4 COUPE","COMPACT","3","6","AM7","Z","14","9.7","12.1","23","284","10/29/2011"
"BMW","M4 COUPE","COMPACT","3","6","M6","Z","13.7","9.1","11.7","24","273","8/15/2018"
"BMW","M6","COMPACT","4.4","8","AM7","Z","17.2","11.6","14.7","19","343","3/9/2014"
"BMW","M6","COMPACT","4.4","8","M6","Z","16.2","10.9","13.8","20","324","3/10/2012"
"BMW","M6 CABRIOLET","SUBCOMPACT","4.4","8","AM7","Z","17.2","11.6","14.7","19","343","11/16/2019"
"BMW","M6 CABRIOLET","SUBCOMPACT","4.4","8","M6","Z","16.2","10.9","13.8","20","324","10/30/2020"
"BMW","M6 GRAN COUPE","COMPACT","4.4","8","AM7","Z","17.2","11.6","14.7","19","343","1/17/2019"
"BMW","M6 GRAN COUPE","COMPACT","4.4","8","M6","Z","16.2","10.9","13.8","20","324","3/13/2013"
"BMW","M760i xDRIVE","FULL-SIZE","6.6","12","AS8","Z","17.7","11.9","15.1","19","355","5/17/2012"
"BMW","X1 xDRIVE28i","SUV - SMALL","2","4","AS8","Z","10.5","7.4","9.1","31","213","7/3/2017"
"BMW","X3 xDRIVE28d","SUV - SMALL","2","4","AS8","D","8.7","7.1","8","35","211","10/29/2014"
"BMW","X3 xDRIVE28i","SUV - SMALL","2","4","AS8","Z","11.1","8.5","10","28","233","11/5/2013"
"BMW","X3 xDRIVE35i","SUV - SMALL","3","6","AS8","Z","12.7","9.1","11.1","25","260","2/3/2020"
"BMW","X4 M40i","SUV - SMALL","3","6","AS8","Z","12.7","9.1","11.1","25","260","9/1/2021"
"BMW","X4 xDRIVE28i","SUV - SMALL","2","4","AS8","Z","11.8","8.6","10.3","27","240","2/21/2015"
"BMW","X5 M","SUV - STANDARD","4.4","8","AS8","Z","16.6","12.1","14.6","19","341","1/3/2014"
"BMW","X5 xDRIVE35d","SUV - STANDARD","3","6","AS8","D","10.3","8","9.3","30","249","5/18/2012"
"BMW","X5 xDRIVE35i","SUV - STANDARD","3","6","AS8","Z","13","9.8","11.5","25","270","4/16/2017"
"BMW","X5 xDRIVE50i","SUV - STANDARD","4.4","8","AS8","Z","15.6","11.3","13.7","21","320","7/11/2018"
"BMW","X6 M","SUV - STANDARD","4.4","8","AS8","Z","16.6","12.1","14.6","19","341","5/24/2012"
"BMW","X6 xDRIVE35i","SUV - STANDARD","3","6","AS8","Z","13","9.8","11.5","25","270","12/13/2016"
"BMW","X6 xDRIVE50i","SUV - STANDARD","4.4","8","AS8","Z","15.6","11.3","13.7","21","320","7/18/2016"
"BUICK","ENCLAVE","SUV - STANDARD","3.6","6","A6","X","15.7","10.6","13.4","21","315","3/16/2021"
"BUICK","ENCLAVE AWD","SUV - STANDARD","3.6","6","A6","X","16","10.9","13.7","21","322","11/18/2018"
"BUICK","ENCORE (LUV Engine)","SUV - SMALL","1.4","4","AS6","X","9.3","7.2","8.3","34","194","8/5/2011"
"BUICK","ENCORE (LE2 Engine)","SUV - SMALL","1.4","4","AS6","X","8.6","7.1","7.9","36","185","3/5/2016"
"BUICK","ENCORE AWD (LUV Engine)","SUV - SMALL","1.4","4","AS6","X","9.8","7.7","8.8","32","208","2/12/2014"
"BUICK","ENCORE AWD (LE2 Engine)","SUV - SMALL","1.4","4","AS6","X","8.9","7.6","8.3","34","196","5/19/2018"
"BUICK","ENVISION AWD","SUV - SMALL","2","4","A6","Z","11.8","9.1","10.6","27","248","4/27/2014"
"BUICK","ENVISION AWD","SUV - SMALL","2.5","4","A6","X","11.1","8.4","9.9","29","232","3/31/2015"
"BUICK","LACROSSE","MID-SIZE","3.6","6","AS8","X","11.2","7.5","9.5","30","224","12/25/2015"
"BUICK","LACROSSE AWD","MID-SIZE","3.6","6","AS8","X","11.6","8.1","10","28","235","9/30/2020"
"BUICK","REGAL","MID-SIZE","2","4","AS6","Z","11.5","8","9.9","29","233","9/12/2017"
"BUICK","REGAL AWD","MID-SIZE","2","4","AS6","Z","12.1","8.9","10.7","26","250","9/28/2020"
"BUICK","VERANO","COMPACT","2.4","4","AS6","X","11.3","7.6","9.7","29","226","10/29/2016"
"CADILLAC","ATS","COMPACT","2","4","AS8","Z","10.6","7.7","9.3","30","217","9/30/2013"
"CADILLAC","ATS","COMPACT","2","4","M6","Z","11.8","8","10.1","28","236","9/9/2018"
"CADILLAC","ATS","COMPACT","2.5","4","AS8","X","10.7","7.4","9.2","31","216","2/3/2018"
"CADILLAC","ATS","COMPACT","3.6","6","AS8","X","11.6","8","10","28","234","1/13/2016"
"CADILLAC","ATS AWD","COMPACT","2","4","AS8","Z","10.8","7.9","9.5","30","222","12/6/2014"
"CADILLAC","ATS AWD","COMPACT","3.6","6","AS8","X","12.2","8.6","10.6","27","248","4/15/2021"
"CADILLAC","ATS-V","COMPACT","3.6","6","AS8","Z","13.9","9.4","11.9","24","279","5/7/2017"
"CADILLAC","ATS-V","COMPACT","3.6","6","M6","Z","14.4","10.4","12.6","22","295","1/10/2016"
"CADILLAC","CT6","FULL-SIZE","2","4","AS8","Z","11","7.8","9.5","30","223","4/7/2018"
"CADILLAC","CT6 AWD","FULL-SIZE","3","6","AS8","Z","13","9.1","11.2","25","263","9/1/2019"
"CADILLAC","CT6 AWD","FULL-SIZE","3.6","6","AS8","X","12.8","8.8","11","26","259","2/28/2016"
"CADILLAC","CTS","MID-SIZE","2","4","AS8","Z","11","7.8","9.5","30","223","11/15/2015"
"CADILLAC","CTS","MID-SIZE","3.6","6","AS8","X","11.6","8","10","28","234","10/1/2019"
"CADILLAC","CTS AWD","MID-SIZE","2","4","AS8","Z","11.2","8.2","9.8","29","229","5/16/2019"
"CADILLAC","CTS AWD","MID-SIZE","3.6","6","AS8","X","12.2","8.6","10.6","27","248","4/5/2018"
"CADILLAC","CTS Vsport","MID-SIZE","3.6","6","AS8","Z","15","9.9","12.7","22","299","11/14/2014"
"CADILLAC","CTS-V","MID-SIZE","6.2","8","AS8","Z","16.5","11.1","14","20","329","12/22/2013"
"CADILLAC","ESCALADE 4WD","SUV - STANDARD","6.2","8","A8","Z","16.1","11.7","14.1","20","331","12/31/2013"
"CADILLAC","XT5","SUV - SMALL","3.6","6","AS8","X","12.1","8.6","10.5","27","245","5/9/2018"
"CADILLAC","XT5 AWD","SUV - SMALL","3.6","6","AS8","X","12.9","8.9","11.1","25","260","11/9/2016"
"CADILLAC","XTS","FULL-SIZE","3.6","6","AS6","X","13.2","8.5","11.1","25","260","6/7/2011"
"CADILLAC","XTS AWD","FULL-SIZE","3.6","6","AS6","X","13.7","9","11.6","24","272","5/26/2012"
"CADILLAC","XTS Vsport AWD","FULL-SIZE","3.6","6","AS6","Z","15","10.3","12.8","22","299","4/1/2016"
"CHEVROLET","CAMARO","SUBCOMPACT","2","4","AS8","Z","10.9","7.7","9.5","30","222","2/8/2015"
"CHEVROLET","CAMARO","SUBCOMPACT","2","4","M6","Z","11.9","8","10.1","28","236","5/31/2015"
"CHEVROLET","CAMARO","SUBCOMPACT","3.6","6","AS8","X","12.3","8.6","10.6","27","249","8/3/2021"
"CHEVROLET","CAMARO","SUBCOMPACT","3.6","6","M6","X","14.4","8.4","11.7","24","274","8/3/2017"
"CHEVROLET","CAMARO SS","SUBCOMPACT","6.2","8","AS8","Z","14.2","8.7","11.7","24","273","5/5/2015"
"CHEVROLET","CAMARO SS","SUBCOMPACT","6.2","8","M6","Z","14.3","9.4","12.1","23","284","4/5/2019"
"CHEVROLET","CAMARO ZL1","SUBCOMPACT","6.2","8","AS10","Z","19","11.6","15.6","18","367","9/18/2015"
"CHEVROLET","CAMARO ZL1","SUBCOMPACT","6.2","8","M6","Z","17.2","12","14.9","19","349","8/29/2015"
"CHEVROLET","CITY EXPRESS","SPECIAL PURPOSE VEHICLE","2","4","AV","X","9.8","9","9.4","30","220","12/29/2011"
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL","2.5","4","A6","X","12","9.2","10.7","26","252","3/26/2020"
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL","2.5","4","M6","X","12.2","9.2","10.9","26","254","4/19/2014"
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL","2.8","4","A6","D","10.8","7.9","9.5","30","255","6/26/2020"
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL","3.6","6","A8","X","13.4","9.6","11.7","24","274","6/6/2019"
"CHEVROLET","COLORADO 4WD","PICKUP TRUCK - SMALL","2.5","4","A6","X","12.7","9.6","11.3","25","263","8/6/2016"
"CHEVROLET","COLORADO 4WD","PICKUP TRUCK - SMALL","2.8","4","A6","D","12.1","8.4","10.4","27","280","4/7/2013"
"CHEVROLET","COLORADO 4WD","PICKUP TRUCK - SMALL","3.6","6","A8","X","14","9.9","12.2","23","286","8/7/2020"
"CHEVROLET","COLORADO ZR2 4WD","PICKUP TRUCK - SMALL","2.8","4","A6","D","12.5","10.7","11.7","24","315","11/19/2012"
"CHEVROLET","COLORADO ZR2 4WD","PICKUP TRUCK - SMALL","3.6","6","A8","X","15","13","14.1","20","331","8/23/2016"
"CHEVROLET","CORVETTE","TWO-SEATER","6.2","8","AS8","Z","15.2","8.9","12.4","23","290","7/13/2019"
"CHEVROLET","CORVETTE","TWO-SEATER","6.2","8","M7","Z","14.2","9","11.9","24","278","5/11/2018"
"CHEVROLET","CORVETTE Z06","TWO-SEATER","6.2","8","AS8","Z","17.6","10.3","14.3","20","336","12/2/2021"
"CHEVROLET","CORVETTE Z06","TWO-SEATER","6.2","8","M7","Z","15.6","10.6","13.4","21","312","2/11/2015"
"CHEVROLET","CRUZE","COMPACT","1.4","4","AS6","X","7.9","5.9","7","40","165","12/13/2016"
"CHEVROLET","CRUZE","COMPACT","1.4","4","M6","X","8.3","6","7.3","39","170","3/8/2016"
"CHEVROLET","CRUZE PREMIER","COMPACT","1.4","4","AS6","X","8.1","6","7.2","39","169","9/26/2020"
"CHEVROLET","CRUZE DIESEL","COMPACT","1.6","4","A9","D","7.6","5","6.4","44","172","4/12/2017"
"CHEVROLET","CRUZE DIESEL","COMPACT","1.6","4","M6","D","7.7","4.5","6.3","45","169","4/4/2017"
"CHEVROLET","CRUZE HATCHBACK","COMPACT","1.4","4","AS6","X","8.1","6.2","7.3","39","172","3/25/2021"
"CHEVROLET","CRUZE HATCHBACK","COMPACT","1.4","4","M6","X","8.3","6.4","7.4","38","173","11/24/2011"
"CHEVROLET","CRUZE HATCHBACK PREMIER","COMPACT","1.4","4","AS6","X","8.4","6.4","7.5","38","176","12/14/2015"
"CHEVROLET","EQUINOX","SUV - SMALL","2.4","4","A6","X","11","7.5","9.4","30","221","8/30/2014"
"CHEVROLET","EQUINOX FFV","SUV - SMALL","2.4","4","A6","X","11","7.5","9.4","30","221","7/7/2011"
"CHEVROLET","EQUINOX FFV","SUV - SMALL","2.4","4","A6","E","15.6","11","13.6","21","223","2/6/2019"
"CHEVROLET","EQUINOX","SUV - SMALL","3.6","6","A6","X","14.1","9.7","12.1","23","285","2/23/2016"
"CHEVROLET","EQUINOX AWD","SUV - SMALL","2.4","4","A6","X","11.5","8.3","10.1","28","237","3/1/2020"
"CHEVROLET","EQUINOX AWD FFV","SUV - SMALL","2.4","4","A6","X","11.5","8.3","10.1","28","237","6/22/2019"
"CHEVROLET","EQUINOX AWD FFV","SUV - SMALL","2.4","4","A6","E","16.3","11.8","14.2","20","234","9/6/2012"
"CHEVROLET","EQUINOX AWD","SUV - SMALL","3.6","6","A6","X","15","10.4","13","22","304","6/6/2018"
"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER","6","8","A6","X","21.8","14.8","18.6","15","438","4/2/2013"
"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER","6","8","A6","X","22.3","14.9","19","15","445","6/24/2016"
"CHEVROLET","IMPALA","FULL-SIZE","2.5","4","AS6","X","10.9","7.9","9.5","30","224","3/6/2018"
"CHEVROLET","IMPALA FFV","FULL-SIZE","3.6","6","AS6","X","12.5","8.3","10.6","27","249","4/22/2011"
"CHEVROLET","IMPALA FFV","FULL-SIZE","3.6","6","AS6","E","17","11.7","14.6","19","240","12/24/2020"
"CHEVROLET","MALIBU","MID-SIZE","1.5","4","A6","X","8.8","6.5","7.8","36","182","5/5/2011"
"CHEVROLET","MALIBU","MID-SIZE","2","4","A9","Z","10.7","7.1","9.1","31","212","10/19/2012"
"CHEVROLET","MALIBU HYBRID","MID-SIZE","1.8","4","AV","X","4.8","5.5","5.1","55","121","10/21/2015"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.6","10.3","12.7","22","297","9/6/2017"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","5.3","8","A8","X","15.2","10.7","13.1","22","309","11/18/2019"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","6.2","8","A8","Z","15.9","11.2","13.8","20","324","6/11/2019"
"CHEVROLET","SILVERADO FFV","PICKUP TRUCK - STANDARD","4.3","6","A6","X","13.4","10","11.9","24","279","6/22/2020"
"CHEVROLET","SILVERADO FFV","PICKUP TRUCK - STANDARD","4.3","6","A6","E","19.3","14.3","17.1","17","284","10/18/2017"
"CHEVROLET","SILVERADO FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.6","10.3","12.7","22","298","11/21/2011"
"CHEVROLET","SILVERADO FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","19.7","13.9","17.1","17","284","2/13/2013"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15","10.7","13.1","22","307","2/11/2015"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","5.3","8","A8","X","15.9","11.5","13.9","20","327","9/8/2017"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","6.2","8","A8","Z","16","11.7","14.1","20","330","7/16/2014"
"CHEVROLET","SILVERADO 4WD FFV","PICKUP TRUCK - STANDARD","4.3","6","A6","X","14.1","10.6","12.5","23","294","4/1/2021"
"CHEVROLET","SILVERADO 4WD FFV","PICKUP TRUCK - STANDARD","4.3","6","A6","E","20.2","15.2","18","16","294","10/30/2011"
"CHEVROLET","SILVERADO 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15","10.7","13.1","22","307","3/30/2015"
"CHEVROLET","SILVERADO 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","20.7","14.4","17.9","16","315","3/11/2016"
"CHEVROLET","SILVERADO eASSIST 4WD","PICKUP TRUCK - STANDARD","5.3","8","A8","X","14.4","11.2","13","22","303","11/17/2015"
"CHEVROLET","SONIC","COMPACT","1.4","4","AS6","X","8.8","6.6","7.8","36","184","11/5/2012"
"CHEVROLET","SONIC","COMPACT","1.4","4","M6","X","8.4","6.3","7.4","38","174","3/30/2020"
"CHEVROLET","SONIC","COMPACT","1.8","4","AS6","X","9.7","6.9","8.4","34","197","1/21/2020"
"CHEVROLET","SONIC","COMPACT","1.8","4","M5","X","9.2","7.1","8.3","34","194","4/29/2011"
"CHEVROLET","SONIC 5","STATION WAGON - SMALL","1.4","4","AS6","X","8.8","6.6","7.8","36","184","5/31/2012"
"CHEVROLET","SONIC 5","STATION WAGON - SMALL","1.4","4","M6","X","8.4","6.3","7.4","38","174","10/2/2017"
"CHEVROLET","SONIC 5","STATION WAGON - SMALL","1.8","4","AS6","X","9.7","6.9","8.4","34","197","6/25/2016"
"CHEVROLET","SONIC 5","STATION WAGON - SMALL","1.8","4","M5","X","9.2","7.1","8.3","34","194","6/8/2016"
"CHEVROLET","SPARK","SUBCOMPACT","1.4","4","AV","X","7.8","6.2","7.1","40","167","4/9/2019"
"CHEVROLET","SPARK","SUBCOMPACT","1.4","4","M5","X","8","6.2","7.2","39","168","8/18/2013"
"CHEVROLET","SUBURBAN","SUV - STANDARD","5.3","8","A6","X","15.1","10.4","13","22","305","7/10/2015"
"CHEVROLET","SUBURBAN FFV","SUV - STANDARD","5.3","8","A6","X","15.1","10.4","13","22","305","12/8/2016"
"CHEVROLET","SUBURBAN FFV","SUV - STANDARD","5.3","8","A6","E","20","13.5","17.1","17","284","7/3/2015"
"CHEVROLET","SUBURBAN 4WD","SUV - STANDARD","5.3","8","A6","X","15.4","10.8","13.3","21","312","9/7/2015"
"CHEVROLET","SUBURBAN 4WD FFV","SUV - STANDARD","5.3","8","A6","X","15.4","10.8","13.3","21","312","3/14/2018"
"CHEVROLET","SUBURBAN 4WD FFV","SUV - STANDARD","5.3","8","A6","E","22.1","15.4","19.1","15","317","1/11/2018"
"CHEVROLET","TAHOE","SUV - STANDARD","5.3","8","A6","X","15.1","10.4","13","22","305","10/20/2015"
"CHEVROLET","TAHOE FFV","SUV - STANDARD","5.3","8","A6","X","15.1","10.4","13","22","305","8/23/2018"
"CHEVROLET","TAHOE FFV","SUV - STANDARD","5.3","8","A6","E","20","13.5","17.1","17","284","8/21/2013"
"CHEVROLET","TAHOE 4WD","SUV - STANDARD","5.3","8","A6","X","15.2","10.8","13.2","21","310","1/22/2013"
"CHEVROLET","TAHOE 4WD FFV","SUV - STANDARD","5.3","8","A6","X","15.2","10.8","13.2","21","310","10/18/2020"
"CHEVROLET","TAHOE 4WD FFV","SUV - STANDARD","5.3","8","A6","E","20.8","14.5","18","16","299","10/6/2020"
"CHEVROLET","TRAVERSE","SUV - STANDARD","3.6","6","A6","X","15.7","10.6","13.4","21","315","11/3/2020"
"CHEVROLET","TRAVERSE AWD","SUV - STANDARD","3.6","6","A6","X","16","10.9","13.7","21","322","9/20/2015"
"CHEVROLET","TRAX","SUV - SMALL","1.4","4","AS6","X","9.3","7.2","8.3","34","194","1/19/2018"
"CHEVROLET","TRAX","SUV - SMALL","1.4","4","M6","X","9.2","7.1","8.2","34","194","6/16/2020"
"CHEVROLET","TRAX AWD","SUV - SMALL","1.4","4","AS6","X","9.8","7.7","8.8","32","208","10/1/2017"
"CHRYSLER","200 FFV","MID-SIZE","2.4","4","A9","X","10.2","6.6","8.6","33","201","1/5/2011"
"CHRYSLER","200 FFV","MID-SIZE","2.4","4","A9","E","13.9","8.9","11.7","24","192","5/3/2019"
"CHRYSLER","200 FFV","MID-SIZE","3.6","6","A9","X","12.4","7.6","10.2","28","241","4/18/2012"
"CHRYSLER","200 FFV","MID-SIZE","3.6","6","A9","E","16.8","10.4","13.9","20","230","4/24/2017"
"CHRYSLER","200 AWD FFV","MID-SIZE","3.6","6","A9","X","12.8","8.3","10.8","26","252","9/7/2019"
"CHRYSLER","200 AWD FFV","MID-SIZE","3.6","6","A9","E","17.1","11.1","14.4","20","237","8/5/2020"
"CHRYSLER","300","FULL-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","1/18/2015"
"CHRYSLER","300 (MDS)","FULL-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","10/20/2019"
"CHRYSLER","300 AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","10/23/2018"
"CHRYSLER","300 AWD FFV","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","9/5/2011"
"CHRYSLER","300 AWD FFV","FULL-SIZE","3.6","6","A8","E","17.6","12","15","19","248","7/14/2014"
"CHRYSLER","PACIFICA","MINIVAN","3.6","6","A9","X","12.9","8.4","10.9","26","257","11/12/2014"
"CHRYSLER","PACIFICA (Stop-Start)","MINIVAN","3.6","6","A9","X","12.4","8.4","10.6","27","249","7/6/2017"
"DODGE","CHALLENGER","MID-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","6/20/2016"
"DODGE","CHALLENGER","MID-SIZE","5.7","8","M6","Z","15.6","10.1","13.1","22","307","1/10/2014"
"DODGE","CHALLENGER","MID-SIZE","6.4","8","M6","Z","16.7","10.4","13.9","20","325","12/22/2018"
"DODGE","CHALLENGER (MDS)","MID-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","4/30/2018"
"DODGE","CHALLENGER (MDS)","MID-SIZE","6.4","8","A8","Z","15.6","9.6","12.9","22","302","1/22/2020"
"DODGE","CHALLENGER GT","MID-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","1/11/2012"
"DODGE","CHALLENGER SRT","MID-SIZE","6.4","8","M6","Z","16.7","10.4","13.9","20","325","5/19/2013"
"DODGE","CHALLENGER SRT (MDS)","MID-SIZE","6.4","8","A8","Z","15.6","9.6","12.9","22","302","4/20/2012"
"DODGE","CHALLENGER SRT HELLCAT","MID-SIZE","6.2","8","A8","Z","17.6","10.7","14.5","19","339","6/21/2011"
"DODGE","CHALLENGER SRT HELLCAT","MID-SIZE","6.2","8","M6","Z","18.1","11.4","15.1","19","352","2/25/2018"
"DODGE","CHARGER","FULL-SIZE","3.6","6","A5","X","13.7","9","11.6","24","271","5/31/2016"
"DODGE","CHARGER","FULL-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","8/5/2011"
"DODGE","CHARGER (MDS)","FULL-SIZE","5.7","8","A5","X","15.6","9.7","12.9","22","302","4/11/2019"
"DODGE","CHARGER (MDS)","FULL-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","11/21/2015"
"DODGE","CHARGER (MDS)","FULL-SIZE","6.4","8","A8","Z","15.6","9.6","12.9","22","302","5/31/2013"
"DODGE","CHARGER AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","5/19/2013"
"DODGE","CHARGER AWD FFV","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","9/18/2015"
"DODGE","CHARGER AWD FFV","FULL-SIZE","3.6","6","A8","E","17.6","12","15","19","248","6/29/2019"
"DODGE","CHARGER AWD","FULL-SIZE","5.7","8","A5","X","16","10.1","13.3","21","312","1/24/2016"
"DODGE","CHARGER SRT (MDS)","FULL-SIZE","6.4","8","A8","Z","15.6","9.6","12.9","22","302","8/12/2020"
"DODGE","CHARGER SRT HELLCAT","FULL-SIZE","6.2","8","A8","Z","17.6","10.7","14.5","19","339","10/6/2018"
"DODGE","DURANGO AWD","SUV - STANDARD","3.6","6","A8","X","12.7","9.6","11.3","25","265","5/5/2017"
"DODGE","DURANGO AWD","SUV - STANDARD","5.7","8","A8","X","16.6","10.7","14","20","328","12/19/2018"
"DODGE","GRAND CARAVAN FFV","MINIVAN","3.6","6","A6","X","13.7","9.4","11.8","24","276","6/23/2012"
"DODGE","GRAND CARAVAN FFV","MINIVAN","3.6","6","A6","E","19.4","13.3","16.7","17","274","4/16/2018"
"DODGE","JOURNEY","SUV - SMALL","2.4","4","A4","X","12.7","9.2","11.1","25","261","10/26/2013"
"DODGE","JOURNEY FFV","SUV - SMALL","3.6","6","A6","X","14.2","9.5","12.1","23","284","3/21/2017"
"DODGE","JOURNEY FFV","SUV - SMALL","3.6","6","A6","E","19.1","13.2","16.4","17","274","11/11/2018"
"DODGE","JOURNEY AWD","SUV - SMALL","3.6","6","A6","X","14.5","10","12.4","23","292","2/23/2021"
"DODGE","VIPER","TWO-SEATER","8.4","10","M6","Z","19.9","12.6","16.6","17","387","8/14/2012"
"FIAT","124 SPIDER","TWO-SEATER","1.4","4","A6","X","9.3","6.5","8","35","187","12/15/2013"
"FIAT","124 SPIDER","TWO-SEATER","1.4","4","M6","X","9","6.7","7.9","36","185","3/11/2016"
"FIAT","500 CABRIO","MINICOMPACT","1.4","4","A6","X","8.7","7.1","8","35","186","10/17/2018"
"FIAT","500 CABRIO","MINICOMPACT","1.4","4","M5","X","8","6.5","7.3","39","171","4/26/2013"
"FIAT","500 HATCHBACK","MINICOMPACT","1.4","4","A6","X","8.7","7.1","8","35","186","8/13/2019"
"FIAT","500 HATCHBACK","MINICOMPACT","1.4","4","M5","X","7.7","6.1","7","40","163","4/4/2012"
"FIAT","500 ABARTH CABRIO","MINICOMPACT","1.4","4","A6","X","9.7","7.4","8.7","32","202","12/4/2021"
"FIAT","500 ABARTH CABRIO","MINICOMPACT","1.4","4","M5","X","8.5","7.1","7.9","36","186","6/26/2013"
"FIAT","500 ABARTH HATCHBACK","MINICOMPACT","1.4","4","A6","X","9.7","7.4","8.7","32","202","5/6/2018"
"FIAT","500 ABARTH HATCHBACK","MINICOMPACT","1.4","4","M5","X","8.5","7.1","7.9","36","186","8/25/2013"
"FIAT","500L","STATION WAGON - SMALL","1.4","4","A6","X","10.7","7.9","9.4","30","221","11/10/2015"
"FIAT","500X","SUV - SMALL","1.4","4","M6","X","9.5","7.1","8.4","34","197","8/14/2013"
"FIAT","500X","SUV - SMALL","2.4","4","A9","X","10.7","7.7","9.3","30","219","10/17/2017"
"FIAT","500X AWD","SUV - SMALL","2.4","4","A9","X","11","8","9.7","29","226","12/28/2019"
"FORD","C-MAX HYBRID","FULL-SIZE","2","4","AV","X","5.7","6.2","5.9","48","138","5/20/2011"
"FORD","EDGE","SUV - SMALL","2","4","AS6","X","11.5","8","9.9","29","233","6/19/2019"
"FORD","EDGE (Start/Stop)","SUV - SMALL","2","4","AS6","X","11.3","8","9.8","29","230","1/3/2013"
"FORD","EDGE","SUV - SMALL","3.5","6","AS6","X","13.5","9.1","11.5","25","270","9/19/2020"
"FORD","EDGE AWD","SUV - SMALL","2","4","AS6","X","11.9","8.6","10.4","27","244","9/12/2019"
"FORD","EDGE AWD","SUV - SMALL","2.7","6","AS6","X","13.8","9.8","12","24","281","11/3/2014"
"FORD","EDGE AWD","SUV - SMALL","3.5","6","AS6","X","13.9","10","12.1","23","284","11/23/2019"
"FORD","ESCAPE","SUV - SMALL","1.5","4","AS6","X","10.2","7.8","9.1","31","214","4/24/2011"
"FORD","ESCAPE","SUV - SMALL","2","4","AS6","X","10.6","8","9.5","30","222","12/1/2014"
"FORD","ESCAPE FFV","SUV - SMALL","2.5","4","AS6","X","11.1","8.1","9.7","29","229","4/7/2012"
"FORD","ESCAPE FFV","SUV - SMALL","2.5","4","AS6","E","15.2","10.8","13.3","21","219","12/8/2015"
